QUESTION,SENTENCE,LABEL
"What is 370), considered one of?","370 BC), was a Greek physician of the Age of Pericles, and is considered one of the most outstanding figures in the history of medicine.",1
What offers a choice between a materialistic and morally questionable existence on the one hand and the spiritual path of the Holy Family on the other?,His pilgrimage of life offers a choice between a materialistic and morally questionable existence on the one hand and the spiritual path of the Holy Family on the other.,1
Who did Lorenzo Costa work in Bologna and later in the court of the Gonzaga family in Mantua after?,After Ferrara he worked in Bologna and later in the court of the Gonzaga family in Mantua.,1
Who is the church in the background?,The church in the background is the Groote Kerk (Big Church) at Alkmaar,1
What was painted by the young artist when he was still in Amsterdam and very much under the influence of Rembrandt?,This picture was painted by the young artist when he was still in Amsterdam and very much under the influence of Rembrandt.,1
What does De Witte abandon?,"By the late fifties the contrast of light and shadow grows stronger and powerful, and he abandons oblique views for more frontal ones.",1
What are depicted in the center before the throne?,"In the center before the throne, the half-nude Eve and the serpent with female head are depicted",1
What was Tortona?,"This panel formerly was attributed to an anonymous Lombard painter called the Master of the Tortona Nativity after a painting in the church of Santa Maria di Canale, Tortona.",1
Who soldiers overwhelm in the Garden of Gethsemane attack Anthony on the reverse on the left?,"On the left, soldiers overwhelm Christ in the Garden of Gethsemane as viciously as the devils attack Anthony on the reverse, while Judas hurriedly steals away with his thirty pieces of silver.",1
Who is Bernardo Bellotto followed by?,"Attended by his faithful servant Checo, he is followed by an elderly ecclesiastic carrying a folder, which may contain sketches.",1
What was the oval setting with?,"Originally the painting had an oval setting, with Flora not at the center but placed a little to the left, which corresponded better to the dynamic conception of Baroque art",1
Who did Carlo Maratti attract all over Italy?,He attracted imitators and admirers all over Italy'',1
What are the saint before the judge Paschasius?,"The first Lucy scene in the lower register shows the steadfastness of the saint before the judge Paschasius, the second and unsuccessful attempt to have her brought to a brothel with a team of oxen.",1
"What won him a popularity that granted him the privilege to paint King Louis XVI, Queen Marie-Antoinette, and the royal family, both in pastels and in oils?","The expressive intensity of his personality won him a popularity that granted him the privilege to paint King Louis XVI, Queen Marie-Antoinette, and the royal family, both in pastels and in oils",1
What is the Virgin framed by resting on slender columns and with a pleasant landscape in the background?,"Framed by a semi-circular arch resting on slender columns and with a pleasant landscape in the background, the Virgin looks tenderly down at the naked Infant supported on her arm.",1
Who gaze with which Christ looks at John?,They transport the latter to a different sphere and seem like a materialization of the gaze with which Christ looks at John.,1
"Where did Van Gogh make long excursions, depicted the local peasants in a portrait series in order to execute The Potato Eaters?","From here he made long excursions to the countryside, depicted the local peasants in a portrait series in order to execute The Potato Eaters, the main piece of the period",1
Who was Count Feliks Feliksovich Sumarokov-Yelstov?,"Count Feliks Feliksovich Sumarokov-Yelstov was the later Prince Yusupov, the Russian nobleman who arranged the murder in 1916 of the Tsar and Tsarina's close adviser, the ` holy man ' Grigory Rasputin.",1
What is the relationship between figure and landscape reminiscent of northern portraits such as Hans Memling's Portrait of a Man with a Roman Coin in?,"In addition to similarities to Venetian portraits, the relationship between figure and landscape is reminiscent of northern portraits such as Hans Memling's Portrait of a Man with a Roman Coin",1
What did Van Leemput make a copy of on the instructions of Charles II?,Van Leemput made a copy of Holbein's mural of the Tudor dynasty painted in 1537 (much praised by van Mander) on the instructions of Charles II.,1
Who did Goya paint several portraits of during the French occupation of Madrid- at the time when the sitter was working on the drawings for the Desastres de la Guerra?,During the French occupation of Madrid- at the time when he was working on the drawings for the Desastres de la Guerra- Goya painted several portraits of Frenchmen and pro-French Spaniards.,1
What do the realistic figures of St John the Baptist and St Veronica see a tiny representation of the Baptism of Christ in?,"This is the Jordan, and in the distance we see a tiny representation of the Baptism of Christ.",1
When represents a distinct change from the highly successful repetitions of his father's famous designs that had secured the fame and fortune of his prolific studio in Antwerp?,This late creative phase of his career represents a distinct change from the highly successful repetitions of his father's famous designs that had secured the fame and fortune of his prolific studio in Antwerp.,1
Who was too wild?,"The natural in nature was too wild, too loaded with negative associations to be a subject for artists, who always sought to tame nature by making it artifice.",1
What did impressionist painters frequently take?,Impressionist painters frequently took an interest in social life in parks.,1
Who was Helena Fourment?,"In the Garden of Love Rubens celebrated his marriage to Helena Fourment, his second wife.",1
Who is calmly daring anyone to challenge Gian Galeazzo Sanvitale's innate physical and intellectual superiority?,"The count stares out at the viewer, calmly daring anyone to challenge his innate physical and intellectual superiority.",1
What is included in Liber Veritatis?,The painting is included in Liber Veritatis (LV 28),1
What became the basis for many of rodin also intended to include a depiction of lovers condemned to eternal's sculptures devoted to passion?,This idea became the basis for many of his sculptures devoted to passion.,1
Who is the figure of Courbet?,"In one of the two large fragments preserved in the Muse d'Orsay it is possible to recognize, seated among the guests in a clearing in the forest of Fontainebleau, the figure of Courbet himself.",1
What was identified as the philosopher Cratetes?,The subject was identified as the philosopher Cratetes.,1
What does the painter bathe in golden light under the pretext of showing barges landing ashore in the evening?,"Under the pretext of showing barges landing ashore in the evening, the painter bathes the entire landscape in golden light",1
Who gathered in the foreground dry their clothes?,"The survivors gathered in the foreground dry their clothes, aided by the natives.",1
"What offers a view of a broad expanse of water with a number of sailing boats, a tower and several undefined buildings in the background?","The right side of the image offers a view of a broad expanse of water with a number of sailing boats, a tower and several undefined buildings in the background.",1
What is particularly closely related to Memling?,"The type of the Virgin with the bulging forehead, the long straight nose and the narrow bow-shaped eyebrows is particularly closely related to Memling.",1
What depicts a still-life of fruits on a ledge with various vessels?,"The painting depicts a still-life of fruits, nuts, oysters, a lobster, insects and a snail on a ledge with various vessels.",1
Who was the painting?,"This painting, a representative of Vasari's early style, was produced for the Camaldoli monks at their monastery outside Florence",1
Who was sent by his father Tobit to Media to recover a sum of money he had hidden there earlier?,Tobias was sent by his father Tobit to Media to recover a sum of money he had hidden there earlier.,1
Who was one of the most important inspirations for 17th- century Baroque villas in Italy?,It was one of the most important inspirations for 17th- century Baroque villas in Italy.,1
Who was Johann Knig the finest of?,"Johann Knig was the finest of the followers of Elsheimer, whose influence can be seen in this small painting",1
What becomes deeply moving?,Here his painting becomes deeply moving.,1
"What 20 Franciscan monks are derived from ``Vitae Crucifixae Jesu Christi'''' by Ubertino da Casale, dating from 1305?","They are derived from the'' ``Vitae Crucifixae Jesu Christi'''' by Ubertino da Casale, dating from 1305.",1
Who does the inscription upper right indicate the age of as 40?,The inscription upper right indicates the age of the sitter as 40,1
When is the painting exhibited at Brera?,"Exhibited at Brera in 1873, the painting alludes to the foothills that frame the town of Polcinego.",1
Who aimed at advancing the cultural and educational level of the Russian public?,"Frequently considered to be the first Russian journalist, he aimed at advancing the cultural and educational level of the Russian public",1
What do not all of more commissions attain?,Van der Helst received more commissions than he could handle and not all of them attain the high quality of the del Court double portrait.,1
What is Collection Pierpont Morgan seated at?,"She is seated at a table, turned toward the left.",1
What does the polyptych show?,"The polyptych, originating from the Venetian monastery of Santa Maria della Celestia, shows the typical characteristics of the artist's style, it is basically decorative as shown by the rich ornamentation of the Virgin's throne.",1
What do the gaze of the woman on the right invites artist and viewer to appreciate?,The gaze of the woman on the right invites artist and viewer to appreciate the rewards of peace,1
What can be seen in the foreground?,"The consequences of the rule of injustice are abuses, which can be seen in the foreground",1
What begins with Christ's Crucifixion?,"Beginning with Christ's Crucifixion, it continues through the execution of the Apostles and early Christian saints- appropriate subjects for the Early Christian martyrial structure.",1
What did Potter settle in in 1652?,"Potter worked for the court in The Hague, in nearby Delft, and in 1652 he settled in Amsterdam.",1
What are not unfolded in full until Salviati's later frescoes in the Palazzo Farnese?,"However, the dynastic themes of the Farnese are not unfolded in full until Salviati's later frescoes in the Palazzo Farnese, which juxtapose the deeds of the older Farnese with those of Paul III",1
Who did the god pursue?,"The god pursued the unwilling girl, and, when she had no more strength to flee, she prayed to her father to save her.",1
What does the picture depict the Erection of the Commemorative Statue of Marcantonio Colonna on?,It depicts the Erection of the Commemorative Statue of Marcantonio Colonna on the Capitol.,1
What did Franois de Troy execute portraits of the Parisian bourgeoisie in?,"In addition to his paintings for the court, Franois de Troy executed portraits of the Parisian bourgeoisie.",1
Who represents Paola Priuli?,"The companion-piece of this painting represents Paola Priuli, the wife of the sitter",1
What was inspired by the landscapes of Rembrandt?,It was inspired by the landscapes of Rembrandt,1
What had made his personal specialty during the 1640s Ruysdael painted many variations on the river scene?,"During the 1640s Ruysdael painted many variations on the river scene, a subject he had treated as early as 1631, and by 1650 had made his personal specialty",1
What were the first pair of waterscapes joined by two views of church squares?,"The first pair of waterscapes were joined by two views of church squares, compositions that Canaletto was to re-use frequently.",1
"Who was friendly with many notable English scientists, naturalists, and businessmen?","Wright was friendly with many notable English scientists, naturalists, and businessmen and became a sort of chronicler of the first stages of the industrial revolution that began in England during the Age of Enlightenment.",1
What is typical of Honthorst's style?,It is typical of Honthorst's style and probably based on a painting by him,1
What is the companion piece of Roelandt Savery's Bouquet of Flowers?,This painting is the companion piece of Roelandt Savery's Bouquet of Flowers,1
When is St Jerome dated?,"St Jerome in Prayer, dated 1655, reveals the fervid religious sentiment that became his guiding force during this decade and continued to prevail throughout his career",1
Who was Louis XVI?,"This painting, now in the Louvre, was bought by the French king, Louis XVI",1
Who is the Royal Master of the Hunt in Madrid?,"The sitter of this portrait is Juan Mateos, the Royal Master of the Hunt in Madrid.",1
"What is Cimabue's fresco of the Madonna Enthroned with the Child, St Francis and Four Angels seen to?","Cimabue's fresco of the Madonna Enthroned with the Child, St Francis and Four Angels is seen to the left of the nave.",1
What dominates the decoration?,The painted architecture dominates the decoration,1
What is set inside a Gothic church in Assisi?,"The martyrdom of the archbishop of Cracow is set inside a Gothic church, identified by some with the Upper Church in Assisi.",1
Whose Venus is Cupid and Time in London?,"This painting is a variant on Bronzino's Venus, Cupid and Time in London, the major allegorical work of his mature years.",1
What are Lippi's handsome figures much like by Luca della Robbia?,"Lippi's handsome figures, constructed sumptuously and optimistically, are much like their sculptured counterparts by Luca della Robbia, a temperamentally similar artist to whom Filippo Lippi owes a debt.",1
What portraiture flourished in the late eighteenth century?,"English portraiture flourished in the late eighteenth century, when not only aristocrats, but also lesser nobles, merchants and officers commissioned portraits of themselves, their wives and children.",1
"What has hosted such local and foreign luminaries as Casanova, Dickens, Goldoni, Byron and Proust?","Situated in the Piazza San Marco, it has always been a meeting place, and has hosted such local and foreign luminaries as Casanova, Dickens, Goldoni, Byron and Proust",1
What was executed after Carle Vernet?,This etching was executed after Carle Vernet,1
What is signed?,"This painting is signed, dated and inscribed with the age of the sitter lower left",1
What is the Damned possible that the panel had?,"It is possible that the panel had wings, but it cannot be determined",1
"Whose influence do the panel's strong narrative sense and broad, simple figures reflect?","The panel's strong narrative sense and broad, simple figures reflect Giotto's influence.",1
Who was a still-life painter?,Frans Ykens was a still-life painter.,1
"What are the frescoes depicting God the Father, Saints and Evangelists painted on?","The frescoes depicting God the Father, Saints and Evangelists are painted on narrow, sharply curved compartments between the ribs and consequently are particularly hard to photograph effectively.",1
What is an example of the elegance of the figures painted by Hans Memling?,This small panel is an example of the elegance of the figures painted by Hans Memling,1
What was painted for a chapel in the church Santa Maria sopra Minerva in Rome?,This panel was painted for a chapel in the church Santa Maria sopra Minerva in Rome,1
"What depict the Transfiguration, the Descent in Limbo, and the Conversion of St Paul?","These episodes depict the Transfiguration, the Descent in Limbo, and the Conversion of St Paul",1
What is Upaupa Schneklud inscribed on at top left?,"Its curious title, Upaupa Schneklud, inscribed on the canvas at top left, combines the sitter's surname with a reference to Gauguin's first Tahitian sojourn.",1
What form a diagonal which is continually broken to indicate the fury of the natural elements?,The figures form a diagonal which is continually broken to indicate the fury of the natural elements.,1
What shows the painter's familiar compositional style?,This coastal scene shows the painter's familiar compositional style.,1
What was a triumph for the Sienese?,"The occasion was a triumph for the Sienese, for they could now boast of a local female saint in addition to the popular Bernardino, who had been declared a saint only in 1450",1
When was the original wooden frame in which Mantegna's signature had been incised destroyed by lightning?,The original wooden frame in which Mantegna's signature had been incised was destroyed by lightning in the seventeenth century.,1
When did Tosini follow in the representation of Fortitude?,"In the representation of Fortitude, Tosini followed Renaissance iconography developed by, among others, Botticelli, whose Fortitude from c. 1470 influenced generations of Florentine artists such as Tosini",1
Who do the buffoons play the fool and entertain the procession even as?,Even as prisoners the buffoons play the fool and entertain the procession.,1
Where does the realistic portrayal of the two shepherds in ragged clothing betray Flemish influence?,In this scene the realistic portrayal of the two shepherds in ragged clothing betrays Flemish influence.,1
What was destroyed by fire in 1867?,The Chapel of Our Lady of the Rosary was destroyed by fire in 1867.,1
What is also in the Louvre?,"The pendant of the painting, Woman Peeling an Apple, is also in the Louvre",1
What depict watermills in different landscape surroundings and from different perspectives?,At least thirty paintings by him depict watermills in different landscape surroundings and from different perspectives.,1
What depicts a wooded landscape with travellers and a dog on a path near a stream?,"The painting depicts a wooded landscape with travellers and a dog on a path near a stream, a farm in the background",1
What does the picture show the frescoes on?,The picture shows the frescoes on the right wall of the chapel.,1
What seems to be directed by the innkeeper or steward who stands with the bridegroom's baton in the rear chamber?,This unholy revelry seems to be directed by the innkeeper or steward who stands with his baton in the rear chamber.,1
What is a later addition on an extra piece of wood?,"The representation of the Wise and Foolish Virgins, below, is a later addition on an extra piece of wood, by a Brussels painter of the last quarter of the 15th century.''",1
What turn their backs on the viewer with few exceptions?,"With few exceptions, the figures in the crowd crushed close together in front of the panopticon, costumed according to class and age, turn their backs on the viewer.",1
What contain objects intended to cause the viewer to reflect on the inevitability of mortality and the consequent foolishness of all human ambition?,"This painting belongs to the category of vanitas still lifes, which contain objects intended to cause the viewer to reflect on the inevitability of mortality and the consequent foolishness of all human ambition.",1
Who is the Macchiaioli the art of?,"The style of this painting calls to mind the Macchiaioli, particularly the art of Silvestro Lega",1
Who worked in China from 1869 to 1880?,"He worked in China from 1869 to 1880, when he returned to France and became a lecturer on the geography and history of the Far East at the School of Oriental Languages in Paris.",1
What is one of a pair Italianate village landscapes?,"This painting is one of a pair Italianate village landscapes, with peasants making merry in the foreground",1
What had Leo X found the theme of Leo already present in the program of the Stanza d'Eliodoro?,"Leo X had found the theme of Leo I and Attila already present in the program of the Stanza d'Eliodoro, but he related it to himself by introducing his portrait features.",1
What did a huddle observes the scene in the background?,"Agamemnon stands to the left and tries to shield himself with his cloak, while in the background, in front of a rounded temple, a huddled row of Greek soldiers observes the scene.",1
What were Brescia and Milan known for?,"It shows him at the height of his interest in Lombard art and even in Lombard industry, as Brescia and Milan were known for the manufacture of arms and armor.",1
What is the sky blue of the background probably no longer?,"Only a few traces of the hairnet have been preserved, and the sky blue of the background, which is inexplicably divided into two sections, is probably no longer its original shade.",1
What was the canvases's style quite unmistakably?,"This has led to some confusion, and the canvases were formerly attributed to Canaletto, though their style was quite unmistakably that of Guardi.",1
What do various artisans use to pound the ingredients for the explosive mixture to the desired fineness?,Various artisans use different kinds of machinery to pound the ingredients for the explosive mixture to the desired fineness.,1
What did the artist create a dreamlike fantasy world evocative of the theater with?,"The artist freely transformed the site, creating a dreamlike fantasy world evocative of the theater with its backdrop of towering trees and graceful groupings of figures in old-fashioned dress",1
Whose early death in a famed gunpowder explosion in Delft cost the world the life of an important painter?,His early death in a famed gunpowder explosion in Delft cost the world the life of an important painter,1
What does the center panel depict?,"The center panel depicts the Nativity, while the left wing the Circumcision, the right wing the Adoration of the Magi",1
Who painted numerous versions of the Virgin and Child?,"Sebastiano Conca painted numerous versions of the Virgin and Child, varying the usual pyramidal format.",1
Who has begun there's competition with a tapestry showing one of the love affairs of Jupiter?,"She has begun their competition with a tapestry showing one of the love affairs of Jupiter, the rape of Europa.",1
What is identifiable by its tafferel decoration showing Jupiter riding an eagle?,The leftmost ship is identifiable by its tafferel decoration showing Jupiter riding an eagle,1
What is the Egyptian Princess Arsinoe freed from on Pharos to lead a rebellion against Caesar?,The Egyptian Princess Arsinoe is freed from her prison on Pharos to lead a rebellion against Caesar.,1
What does the dignity look out at the viewer with?,"The dignity of his character, looking out at the viewer with a lofty and distant expression, is reflected in his pose and deportment as well as in his plain but luxurious dress",1
What is the frightful moment of God's last judgment depicted for a Counter-Reformation audience in an inimitable manner as a whirlwind in?,"In this painting, reminiscent of Tintoretto, the frightful moment of God's last judgment is depicted for a Counter-Reformation audience in an inimitable manner as a whirlwind, sucking down a jumble of the bodies of the damned",1
How many kilometres was Amersfoort?,"After his return from Italy to Haarlem, van Campen presumably was in contact with the Utrecht Caravaggisti, thanks to the large landed estate his family owned near Amersfoort, about twenty kilometres from Utrecht.",1
What is Rio Marin?,"Amongst the very finest examples of this period of Solimena's career is the canvas Rebecca and Eleazar, painted around 1710, together with Jacob and Rachel, for the Baglioni family of Rio Marin, Venice.",1
What do the shields at Vivarini's back support?,The shields at his back support the sword and the cross.,1
Who was Cardinal Odoardo Farnese's palace?,"In 1597, Annibale Carracci received the commission from Cardinal Odoardo Farnese to paint the gallery situated at the rear of his palace, the Palazzo Farnese.",1
What was Elector of Saxony?,"Frederick III, Elector of Saxony was honored by later historians with the epithet ` the Wise ' in recognition of his resolute, persistent and diplomatic political style",1
"Who gives a remarkable feel for the character and atmosphere of urban spaces as well as meticulous portraits of buildings by judicious selection and adjustment, and choosing unusual points of view?","By judicious selection and adjustment, and choosing unusual points of view, he gives a remarkable feel for the character and atmosphere of urban spaces as well as meticulous portraits of buildings",1
What does the reverse side of the panel depict?,The reverse side of the panel depicts the scene of Circumcision (or the Presentation in the Temple),1
When does not seem to have much altered the painting?,"Another Latin inscription on the step records a 1715 restoration, which does not seem to have much altered the painting.",1
What was a tributary of the Arno?,"Two workers with shovels and sieves descend to the waters of the Mugnone stream, a tributary of the Arno, in order to dig for sand that is needed for construction work.",1
What shows?,"They too, as the middle scene shows, will be washed and dressed by angels.",1
What did Van Dyck present to Rubens as a gift before he left for Italy in 1621?,Van Dyck presented the painting to Rubens as a gift before he left for Italy in 1621.,1
What were the frescoes in the chapel probably painted at as the retable by Nardo di Cione?,"The frescoes in the chapel were probably painted at the same time as the retable by Nardo di Cione, the brother of Orcagna.",1
What represents a very popular type which is demonstrated by the more than fifteen copies dating from Gossart's time well into the sixteenth century?,It represents a very popular type which is demonstrated by the more than fifteen copies dating from Gossart's time well into the sixteenth century.,1
How many scenes are painted in the predella?,"In the predella below the Annunciation, near the two farthest edges, two scenes are painted (23 x 14 cm each).",1
Who was an athletic huntress?,"10:560-707), Atalanta was an athletic huntress.",1
What was primarily concerned with figure painting?,"1890s Impressionist art in Boston was primarily concerned with figure painting, and focused on society ladies in appropriate settings.",1
What can still be seen in the church of the Carit &#224;?,"The four triptychs can still be seen in the church of the Carit &#224;, for which they were painted, now incorporated into the Gallerie dell ` Accademia.",1
What did successfully attempt to intercept a French convoy bound for Europe at Cape Franois despite on 21 October 1757 three ships of the line under the command of Captain Forrest?,On 21 October 1757 three ships of the line under the command of Captain Forrest successfully attempted to intercept a French convoy bound for Europe at Cape Franois despite a disparity of force,1
What was finished by Giovanni Lanfranco?,The painting was finished by Giovanni Lanfranco,1
What is the toilet of Venus?,The toilet of Venus is a timeless theme of sensuous seduction.,1
What is in the collection of the Muse des Beaux-Arts de Dijon?,A nearly identical version of this painting is in the collection of the Muse des Beaux-Arts de Dijon,1
What is among the most striking of Jerichau Baumann's oriental scenes?,This painting of an Egyptian farm worker is among the most striking of Jerichau Baumann's oriental scenes.,1
What has held the affection of succeeding generations of Americans?,"Nevertheless, the painting captured and has held the affection of succeeding generations of Americans, for the drama of the episode, despite the melodrama, rings true",1
What must the earliest painting that can be ascribed to Rogier van der Weyden with any certainty have been painted before 1443 on?,"On the other hand, it must have been painted before 1443, the date of the earliest copy (in the Sint-Pieterskerk, Leuven).",1
Who knew how to preserve the strict precision of a virtuoso painter without keeping his nervous irritation in check?,Only the late Hals knew how to preserve the strict precision of a virtuoso painter without keeping his nervous irritation in check.,1
What depicts a view of the Venetian Lagoon with the Island of San Giacomo di Paludo?,This small panel depicts a view of the Venetian Lagoon with the Island of San Giacomo di Paludo.,1
Who appears?,"On the balcony of the church vestibule God the Father appears, accompanied by two angels, radiating a beam of light on to Mary",1
What is characterized by the great elegance and grace that typified the?,"``Paret's refined delicacy and predilection for courtly ambiences is manifest in paintings such as his self-portrait, characterized by the great elegance and grace that typified the'' ``Frenchified'''' painting of Bourbon Spain''",1
"Who won favor at the court of the new king, and painted portraits of the entire royal family, as well as of Gluck and Benjamin Franklin after 1774?","After 1774 Duplessis won favor at the court of the new king, Louis XVI, and painted portraits of the entire royal family, as well as of Gluck (1775, Vienna) and Benjamin Franklin.",1
What shows an extensive wooded river landscape with travellers on a rocky road?,"The painting shows an extensive wooded river landscape with travellers on a rocky road, ruins and mountains in the background",1
What is known as the Medici Madonna?,The painting is known as the Medici Madonna.,1
Whose indulgent smile is that of a visiting relative while the noble St George irresistibly recalls the avuncular bore?,"St Dorothy's indulgent smile is that of a visiting relative while the noble St George irresistibly recalls the avuncular bore, always right, taking himself very seriously, and full of the best and dullest advice.",1
What was the North Sea?,"In the years 1881-83 van Gogh had often visited Scheveningen, a fishing village and holiday resort on the North Sea, a few miles from The Hague.",1
What does the picture show before the restoration completed in 2002?,The picture shows the fresco before the restoration completed in 2002,1
Who was the daughter of Jan Brueghel the Elder?,"His first marriage was to Anne, the daughter of Jan Brueghel the Elder, but she died in 1656.",1
What is the most realistic skin tonality created with?,"The three-dimensional effect is achieved also by a most realistic skin tonality, created with the technique of oil paints",1
Who is Siena?,"This fresco is one of the four main scenes in the Chapter House of San Francesco, Siena.",1
Who chose to accept his sentence?,"Faithful to his convictions and obedient to the law, Socrates chose to accept his sentence.",1
"Who are Paul, Helen, Augustine, Bernardino, Nicholas, and Mark?","The represented saints are Paul, Helen, Augustine, Bernardino, Nicholas, and Mark",1
What did Dawe also work on?,"He also worked on several private commissions, including this portrait of Alexander Shishkov, president of the Academy of Sciences and minister of Education, which for unknown reasons remained unfinished",1
Who were Pierre Andrieu and Louis Boulange?,"Now badly weakened by illness, he relied heavily on the help of his faithful assistants, Pierre Andrieu and Louis Boulange.",1
What depicts a Classical Greek landscape with girls sacrificing their hair to Diana on the bank of a river?,This painting depicts a Classical Greek landscape with girls sacrificing their hair to Diana on the bank of a river,1
What was originally in the first floor room of the Quinta del Sordo?,This painting (La lectura) was originally in the first floor room of the Quinta del Sordo,1
What enhance the plasticity of the models?,The dark backgrounds that Vermeer chose in these two portraits enhance the plasticity of the models'',1
What did Van Goyen make in 1646?,"In 1646 van Goyen made numerous drawings of Scheveningen, a fishing town on the North Sea coast, which he then used for paintings.",1
What do the frescoes in the room have?,"The frescoes in the room have elements of captivating originality, such as the detail of the funeral procession that winds along the street, silhouetted against the simple clarity of the autumnal landscape in the present painting",1
What is signed?,"This painting, a small cuspidate altarpiece depicting the Madonna and Child with eight Angels and Sts Peter and Paul, is signed and dated.",1
What is the only genre painting of the artist's autographed works?,This signed and dated painting is the only genre painting of the artist's autographed works.,1
What does the composition derive from?,The composition derives from Giotto's Feast of Herod in the Peruzzi Chapel in Santa Croce,1
What is to the hosts ' astonishment?,"During supper, to the hosts ' astonishment, the wine bowl miraculously replenished itself; their only goose, which they would have killed for the occasion, flew to the visitors for refuge.",1
What was the Betrothal of the Virgin in the atrium considered by?,The Betrothal of the Virgin in the atrium was considered by Vasari Franciabigio's masterpiece.,1
What shows the influence of Italian Mannerists ' portrait style?,This portrait shows the influence of Italian Mannerists ' portrait style.,1
What are all the paintings similar in the protagonists's formal composition: against?,"They are similar in their formal composition: against the partial view of a mountain landscape, the protagonists engage in their various activities in the foreground",1
What is the sitter placed in beside a double-framed window with a view to a river with bordering fortresses?,"The sitter, formerly known as Friedrich the Wise of Saxony, is placed in the corner of a room beside a double-framed window with a view to a river with bordering fortresses",1
Whose oeuvre are the landscape settings less typically found within?,"This canvas is distinctive for the larger scale of the figures within the landscape settings, less typically found within the painter's oeuvre",1
What are the flesh colors of the face brightened by touches of red on?,The flesh colors of the face are brightened by touches of red on cheek and lips.,1
What were replaced by warm ones?,"Around 1880 Degas's grays gave way to brilliant colors, ranging from red to russet, and muted tones were replaced by warm ones.",1
Whose work has however been altered?,"Tintoretto's work has however been altered, especially in the background, by restoration work done by Giuseppe Angeli in 1777-78",1
What did the Benson Holy Family belong to?,This early painting is called the Benson Holy Family since once it belonged to the Robert Henry and Evelyn Holford Benson Collection in London.,1
What do the shields at Vivarini's back support?,The shields at his back support the sword and the cross.,1
What has El Greco raised the event above in any event?,"In any event, El Greco has raised it above the merely dogmatic or episodal.",1
What reflects the specific Neapolitan milieu following the overpowering presence of Caravaggio in the city between 1606 and 1610?,"The language informing the painting reflects the specific Neapolitan milieu following the overpowering presence of Caravaggio in the city between 1606 and 1610, The painting was executed by an anonymous Neapolitan Caravaggesque painter",1
Who do Elisha bid wash seven times in the river?,"He was advised to seek out Elisha, the disciple of the Hebrew prophet Elijah, who bade him wash seven times in the river Jordan in order to be cured.",1
What does the biggest debt firmly establish as early as 1623?,It firmly establishes that the innovations made by the Utrecht Caravaggisti found their way to Haarlem as early as 1623.,1
What invaded Thebes?,"After the army of Alexander the Great invaded Thebes, Timoclea is brought before him to be judged for having stoned a captain who had use violence against her.",1
What is the subject?,The subject is the visit of St Elisabeth and the Infant St John at the Virgin and her Child,1
When did Martnez study in the workshop of Ribera in Naples?,"Martnez studied in the workshop of Ribera in Naples around 1625, and later stayed in Rome, too.",1
How many unidentified gentlemen on the Grand Tour in Itaay does the painting represent?,The painting represents two unidentified gentlemen on the Grand Tour in Itaay.,1
What is on the wall of the Sala del Senato in the Palazzo Ducale?,The painting Doge Pietro Loredan Beseeching the Virgin is on the wall of the Sala del Senato (Hall of the Senate) in the Palazzo Ducale.,1
Who drew?,Saenredam drew and painted the church precisely according the linear perspective.,1
What recall the Sienese painting?,The figure of Mary and the colors of the picture recall the Sienese painting,1
What confirm it as the only independent still-life that can be attributed unreservedly to the artist?,Its visual connections with Campi's Fruit Seller and its extraordinary pictorial quality confirm it as the only independent still-life that can be attributed unreservedly to the artist,1
Who is using a Mannerist back lighting?,"Correggio is using a Mannerist back lighting, derived from Beccafumi",1
What did ingres begin in 1820?,Ingres began this painting in Florence in 1820 but finished it much later in Paris with the assistants Alexandre Legoffe and Jean Paul Etienne Balze,1
What is one of the most often repeated in Italian painting?,"The subject of Venus and Cupid is one of the most often repeated in Italian painting, though despite its established place in pictorial iconography, the sexually explicit overtones of this picture belie the commonality of the subject.",1
What rewarded its painter with directorship of the Acadmie Royale and his appointment as First Painter to Louis XV?,This work rewarded its painter with directorship of the Acadmie Royale and his appointment as First Painter to Louis XV,1
Who see a real ground?,"We see a real ground and can appreciate how Joseph, situated in a second plane further back, contributes to the impression of depth.",1
What was Rubens working?,When Rubens was working there the style of the influential painters of the Venetian cinquecento decisively set the trend in Mantua.,1
Who was Titian's masterpiece?,"Sacred and Profane Love, Titian's masterpiece, was painted when he was about twenty-five to celebrate the marriage of the Venetian Nicol &#242; Aurelio (coat of arms on the sarcophagus) and Laura Bagarotto in 1514.",1
Whose naturalistic rendering of the animals is the artist's mature style with?,"This composition reflects the artist's mature style, with its naturalistic rendering of the animals, its saturated bright palette with a silvery tonality and the radiance of warm sunlight highlighting the landscape, figures and horses.",1
Who is king of the Langobards?,"In the scene depicted on the lunette of the north wall, Athari, king of the Langobards, sends ambassadors to the Frankish king Childebert, asking for the hand of his sister Ingande",1
What is located on the left side of the arch into Limbo?,"It is located on the left side of the arch, below the Descent into Limbo.",1
What reveals a strong debt to Bernardo Daddi?,"Puccio's style reveals a strong debt to Bernardo Daddi, a pupil of Giotto who became one of the most important painters in Florence during the first half of the fourteenth century.",1
What is one of the oldest miniature portraits done in England?,"This representation of Henry VIII at the age of thirty-five, in which the sitter is shown half-length in a medallion, is one of the oldest miniature portraits done in England.",1
What was commissioned by Sebastiano Pandolfini del Turco for the del Turco Chapel in the church of San Marco?,This altarpiece was commissioned by Sebastiano Pandolfini del Turco for the del Turco Chapel in the church of San Marco.,1
