IMAGE_FILE,DESCRIPTION,QUESTION,ANSWER
10224-5graces.jpg,"The most common representation of the Three Graces depicts the three women in a row, the outer ones shown frontally and the middle one in back view, their hands laid on each other's shoulders. Raphael's small panel is the most famous post-Antique interpretation of this type.Cranach choose another type which shows the figures from left to right in back, front, and side view, possibly in order to display feminine beauty from all three angles. This type was made popular at the end of the sixteenth century by Agostino Carracci's engraving.In this panel Cranach created the most beautiful feminine nudes of his entire oeuvre",What is back view?,the outer ones shown frontally's hands laid on each other's shoulders
10224-5graces.jpg,"The most common representation of the Three Graces depicts the three women in a row, the outer ones shown frontally and the middle one in back view, their hands laid on each other's shoulders. Raphael's small panel is the most famous post-Antique interpretation of this type.Cranach choose another type which shows the figures from left to right in back, front, and side view, possibly in order to display feminine beauty from all three angles. This type was made popular at the end of the sixteenth century by Agostino Carracci's engraving.In this panel Cranach created the most beautiful feminine nudes of his entire oeuvre","What depicts the three women in a row, the outer ones shown frontally and the middle one in back view?",the most common representation of the Three Graces
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",What is the following?,the biblical story depicted in the paintings
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",Who was Isaac?,Sarah's son
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",What did Abraham send Sarah off into?,into the desert of Beersheba
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",What is the biblical aspect in the painting not the central focus of?,"of the painting, typically of Bloemaert's mature work"
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",Who was Ishmael?,Abraham's first son
04742-expulsio.jpg,"The biblical story (Genesis, chapter 21) depicted in the paintings is the following. Hagar, the Egyptian hand maiden of Sarah was the mother of Ishmael, Abraham's first son. When Isaac, Sarah's son, was born Ishmael mocked his younger brother so that Sarah asked Abraham to banish him, together with his mother. Abraham provided them with bread and a bottle of water and sent them off into the desert of Beersheba.The biblical aspect in the painting is not the central focus of the painting, typically of Bloemaert's mature work. The viewer's first impression is that this is a genre scene of a contemporary farmyard.",Who did Abraham provide with bread and a bottle of water?,Sarah
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""","Who executed for the Habsburgs two ``mythological fables'''' of clearly erotic intent, the Dana &#235; and the Venus and Adonis?",Titian
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""",What is really a variation on a canvas painted ten years earlier for the Farnese family?,the Dana &#235;
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""",What is the Dana &#235; really?,a variation on a canvas painted ten years earlier for the Farnese family
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""","Who did Titian execute for two ``mythological fables'''' of clearly erotic intent, the Dana &#235; and the Venus and Adonis?",for the Habsburgs
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""",Who is frequently represented in Renaissance and Baroque painting?,Dana &#235;
39717-1dana_pr.jpg,"""Between 1553 and 1554 Titian executed for the Habsburgs two """"mythological fables"""" of clearly erotic intent, the Dana&#235; and the Venus and Adonis, both now in the Prado, Madrid.The Dana&#235; is really a variation on a canvas painted ten years earlier for the Farnese family. With greater fidelity to Ovid's text, the Cupid has now been replaced by the elderly nurse who attempts to use her apron to gather the shower of gold into which Jupiter had transformed himself in order to possess the young woman.Dana&#235; is frequently represented in Renaissance and Baroque painting. You can view other depictions of Dana&#235; in the Web Gallery of Art.""",When is Dana &#235; frequently represented?,in Renaissance and Baroque painting
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""",What was re-attributed to a much later artist in the 1970s?,the famous fresco
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""","What the famous fresco had always been, considered the greatest example of?",of Martini's artistic excellence
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""",When were the latter destroyed when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale?,in 1361
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""",What were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale?,the latter
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""",Who was the famous fresco re-attributed to in the 1970s?,to a much later artist
37307-foglian2.jpg,"""The fresco of Guidoriccio da Fogliano, depicting the conquest of the castles of Montemassi and Sassoforte in 1328, formed part of a fresco cycle """"Castelli"""" which occupied the upper part of the wall opposite to the Maest&#224; in the Sala del Mappamondo. The cycle, commemorating the castles conquered by the Sienese, was initiated in 1314 by the representation of the Castle of Giuncarico, it was continued by the Guidoriccio and in 1331 by the Castles of Arcidosso and Piano. The latter were destroyed in 1361 when Lippo Vanni painted the Battles of Valdichiana and Poggio Imperiale. In the 1970s, the famous fresco, which had always been, considered the greatest example of Martini's artistic excellence, was re-attributed to a much later artist. The controversy that followed this re-attribution, further stimulated by the discovery of a fresco below the Guidoriccio (a very beautiful one, and certainly much older as we can see from the overlapping of the intonaco), turned into an animated diatribe that has not yet been placated""","What had always been, considered the greatest example of Martini's artistic excellence?",the famous fresco
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",What is St Jerome as a hermit a theme that Titian returned to during the course of his career?,to again and again
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",Who prayes before a crucifix in the solitude of the wilderness?,St Jerome
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",When do the figure of the saint and the very plastic appearance of the crucifix show that the work was?,at an advanced stage
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",When do the figure of the saint and the very plastic appearance of the crucifix show?,that the work was at an advanced stage
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",Who is a theme that Titian returned to again and again during the course of his career?,St Jerome as a hermit
39676-01jerome.jpg,"St Jerome as a hermit, praying before a crucifix in the solitude of the wilderness, is a theme that Titian returned to again and again during the course of his career. Numerous researchers consider this painting to be unfinished, due to the almost abstract background. The figure of the saint and the very plastic appearance of the crucifix show that the work was at an advanced stage",What is St Jerome as a hermit a theme that Titian returned to again and again during?,during the course of his career
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",What stand out against the walls like stage sets?,monumental arcades with projecting trabeation
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",What frame two episodes from the life of Alexander the Great?,monumental arcades with projecting trabeation
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",What do monumental arcades with projecting trabeation stand out against the walls like?,like stage sets
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",What do monumental arcades with projecting trabeation frame from the life of Alexander the Great?,two episodes
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",What is the villa?,imposing
44582-1centra2.jpg,"In the central hall of the villa, imposing, monumental arcades with projecting trabeation, crowned by tympanums, stand out against the walls like stage sets, framing two episodes from the life of Alexander the Great",How many episodes do monumental arcades with projecting trabeation frame from the life of Alexander the Great?,two episodes
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",What are Elizabeth's head and red hair like?,like gems placed into a sumptuous setting
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",Who was the Virgin Queen?,Queen Elizabeth I
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",Whose laced collar and her jewel and pearl-encrusted dress compete for the viewers?,Elizabeth's laced collar and her jewel and pearl-encrusted dress
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",What was a symbol of immortality and regeneration?,this mythical desert-bird
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",What is suppressed?,the body's volume
19726-elizabe.jpg,"Queen Elizabeth I, the Virgin Queen, as she fashioned herself, controlled her never aging image. Elizabeth is an icon here. The body's volume is suppressed. Elizabeth's head and red hair are like gems placed into a sumptuous setting. Her laced collar and her jewel and pearl-encrusted dress compete for the viewers. She bears the red Tudor rose in her right hand. She also sports a jewelled Tudor rose on her chest just above a phoenix. This mythical desert-bird was a symbol of immortality and regeneration, since it would renew itself by building a funeral pyre and then rise again from its ashes. Here the phoenix functions as a symbol for her reign.",What does Elizabeth bear in?,the red Tudor rose in her right hand
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",Where are the objects invariably painted with the utmost care?,in Pieter de Hooch's interior scenes
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",What did Pieter de Hooch develop with his depictions of middle-class and aristocratic interiors and sunny courtyards?,a highly distinctive style
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",Who developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards?,Pieter de Hooch
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",What are used to create atmosphere?,light and shade
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",What are the objects invariably painted with the utmost care in?,in Pieter de Hooch's interior scenes
20114-46hoocl.jpg,"Pieter de Hooch developed a highly distinctive style with his depictions of middle-class and aristocratic interiors and sunny courtyards. In his interior scenes the objects are invariably painted with the utmost care, and light and shade are used to create atmosphere and emphasize the perspective.The present scene seems to be a live account of a mother and child by a cradle with a servant woman standing next to a bed with her back to the viewer. The cooking pot over the fire suggests home and homely activities and underlines the peacefulness of the scene",What does the cooking pot over the fire suggest?,home and homely activities and underlines the peacefulness of the scene
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect",What sit at a table in the courtyard behind a house?,"the red-brick walls of which are decorated with white pilasters, a man and a woman"
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect",What does a woman watch with?,with interest
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect",What does the woman standing hold a glass of?,of beer in her hand
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect",Who watches with interest?,a woman
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect",What does the woman standing hold?,a glass of beer in her hand
20111-45hooch.jpg,"In the courtyard behind a house, the red-brick walls of which are decorated with white pilasters, a man and a woman sit at a table. She squeezes a piece of lemon above her glass, while he watches with interest, as does the woman standing, who holds a glass of beer in her hand.This painting clearly testifies to the attention De Hooch paid to perspective and spatial effect","What do the red-brick walls of which are decorated with white pilasters, a man and a woman sit at in the courtyard behind a house?",at a table
29901-stillife.jpg,"""The painting, which depicts a still-life with fruit and flowers, together with oysters, mussels, a glass of wine and a decanter, is signed lower left: J Van Os Fecit.",What are a glass of wine and a decanter?,the still-life with fruit and flowers mussels
29901-stillife.jpg,"""The painting, which depicts a still-life with fruit and flowers, together with oysters, mussels, a glass of wine and a decanter, is signed lower left: J Van Os Fecit.",What are the still-life with fruit and flowers mussels a glass of?,of wine and a decanter
29901-stillife.jpg,"""The painting, which depicts a still-life with fruit and flowers, together with oysters, mussels, a glass of wine and a decanter, is signed lower left: J Van Os Fecit.",What are the still-life with fruit and flowers mussels?,a glass of wine and a decanter
29901-stillife.jpg,"""The painting, which depicts a still-life with fruit and flowers, together with oysters, mussels, a glass of wine and a decanter, is signed lower left: J Van Os Fecit.",What depicts a still-life with fruit and flowers mussels?,the painting
29901-stillife.jpg,"""The painting, which depicts a still-life with fruit and flowers, together with oysters, mussels, a glass of wine and a decanter, is signed lower left: J Van Os Fecit.",What does the painting depict?,a still-life with fruit and flowers mussels
07635-89d_stil.jpg,"The attribution of this still-life to Caravaggio is doubtful. From a thematic point of view, large scale still-lifes in the Galleria Borghese are similar to outstanding early works by Caravaggio, but they lack the brilliance and the concentration on individual objects. This painting and another are usually attributed to Caravaggio. Because it is rather unconvincing to attribute such work to Caravaggio, some scholars distinguish this Caravaggesque painter of still-lifes from the master by naming him - after a splendid example of the genre - the Painter of the Still-Life in the Wadsworth Athenaeum, Hartford.",What lack the brilliance and the concentration on individual objects?,They
19443-still_lo.jpg,"This painting depicts a still-life with a lobster, fruit and blue and white &#145;kraak&#146; dishes, from the Ming dynasty, Wanli period, all laid upon a table partly covered in cloth, a large roemer filled with white wine on a casket, a Fa�on-de-Venise glass also filled with white wine and a silver tazza with grapes and plums.Jan Davidsz. de Heem first painted his celebrated luxury still-lifes (pronkstilleven), abundant displays on tables overladen with ornate glass and silverware, fruit and crustacea in Antwerp. The combination of glass, jewel casket and lobster recurs in a number of paintings of this period","What did De Heem first paint on tables overladen with ornate glass and silverware, fruit and crustacea in Antwerp?",his celebrated luxury still-lifes
19443-still_lo.jpg,"This painting depicts a still-life with a lobster, fruit and blue and white &#145;kraak&#146; dishes, from the Ming dynasty, Wanli period, all laid upon a table partly covered in cloth, a large roemer filled with white wine on a casket, a Fa�on-de-Venise glass also filled with white wine and a silver tazza with grapes and plums.Jan Davidsz. de Heem first painted his celebrated luxury still-lifes (pronkstilleven), abundant displays on tables overladen with ornate glass and silverware, fruit and crustacea in Antwerp. The combination of glass, jewel casket and lobster recurs in a number of paintings of this period","What does the combination of glass, jewel casket and lobster recur in?",in a number of paintings of this period
19443-still_lo.jpg,"This painting depicts a still-life with a lobster, fruit and blue and white &#145;kraak&#146; dishes, from the Ming dynasty, Wanli period, all laid upon a table partly covered in cloth, a large roemer filled with white wine on a casket, a Fa�on-de-Venise glass also filled with white wine and a silver tazza with grapes and plums.Jan Davidsz. de Heem first painted his celebrated luxury still-lifes (pronkstilleven), abundant displays on tables overladen with ornate glass and silverware, fruit and crustacea in Antwerp. The combination of glass, jewel casket and lobster recurs in a number of paintings of this period","Where did De Heem first paint his celebrated luxury still-lifes on tables overladen with ornate glass and silverware, fruit and crustacea?",in Antwerp
19443-still_lo.jpg,"This painting depicts a still-life with a lobster, fruit and blue and white &#145;kraak&#146; dishes, from the Ming dynasty, Wanli period, all laid upon a table partly covered in cloth, a large roemer filled with white wine on a casket, a Fa�on-de-Venise glass also filled with white wine and a silver tazza with grapes and plums.Jan Davidsz. de Heem first painted his celebrated luxury still-lifes (pronkstilleven), abundant displays on tables overladen with ornate glass and silverware, fruit and crustacea in Antwerp. The combination of glass, jewel casket and lobster recurs in a number of paintings of this period",Whose celebrated luxury still-lifes were abundant displays?,De Heem's celebrated luxury still-lifes
